drugBankID,name,CAS,drugType,KEGGC_ID,KEGGD_ID,PCCID,PCSID,chemID,pharID,HETID,uniprotID,uniprotTitle,genbankID,dpdID,rxlistlink,pdrhealthlink,wikiID,drugslink,ndcid,chemspider,binding,ttd,sideeffect,interaction,professional,interactionContent,professionalContent,overview,sideeffectContent,drugClass,drugID
DB01416,cefpodoxime,82619-04-3,SmallMoleculeDrug,,,6335986,46504897,,PA16474638,,,,,,http://www.rxlist.com/cgi/generic/vantin.htm,,Cefpodoxime,http://www.drugs.com/cdi/cefpodoxime.html,0009-3617-01,4891496,,DAP000457,http://drugs.com/sfx/cefpodoxime-side-effects.html,http://drugs.com/drug-interactions/cefpodoxime-index.html?filter=3&generic_only=1,http://drugs.com/pro/cefpodoxime-proxetil.html,DB01416i.txt,DB01416p.txt,NULL,DB01416s.txt,Third generation cephalosporins,
DB01418,acenocoumarol,152-72-7,SmallMoleculeDrug,,D07064,,,53766,PA452632,,,,,,,,Acenocoumarol,,,,,DAP000772,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01419,antrafenine,55300-30-6,SmallMoleculeDrug,,,68723,46507354,,PA16478400,,,,,,,,Antrafenine,,,61973,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01420,testosterone propionate,57-85-2,SmallMoleculeDrug,C08158,D00959,5995,46508693,,PA16475137,,,,,,,,,http://www.drugs.com/testosterone.html,,5774,50215709,,http://drugs.com/sfx/testosterone-side-effects.html,http://drugs.com/drug-interactions/testosterone-index.html?filter=3&generic_only=1,http://drugs.com/pro/natesto-nasal-gel.html,DB01420i.txt,DB01420p.txt,NULL,DB01420s.txt,Androgens and anabolic steroids,
DB01421,paromomycin,7542-37-2,SmallMoleculeDrug,,,165580,46505391,,PA16478402,,,,,,http://www.rxlist.com/cgi/generic/humatin.htm,,Paromomycin_sulfate,http://www.drugs.com/cdi/paromomycin.html,61570-529-10,145115,,DAP000407,http://drugs.com/sfx/paromomycin-side-effects.html,http://drugs.com/drug-interactions/paromomycin-index.html?filter=3&generic_only=1,http://drugs.com/pro/paromomycin.html,DB01421i.txt,DB01421p.txt,NULL,DB01421s.txt,Amebicides,
DB01422,nitroxoline,4008-48-4,SmallMoleculeDrug,,,19910,46505497,,PA16475499,,,,,,,,Nitroxoline,,,18756,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01423,stepronin,72324-18-6,SmallMoleculeDrug,,,54120,46507364,,PA16474863,,,,,,,,Stepronin,,,48889,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01424,aminophenazone,58-15-1,SmallMoleculeDrug,C07539,D00556,6009,46504975,160246,PA16474813,,,,,,,,Aminophenazone,,,5787,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01425,alizapride,59338-93-1,SmallMoleculeDrug,,,43008,46505555,,PA16474489,,,,,,,,Alizapride,,,39202,50023804,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01426,ajmaline,898839,SmallMoleculeDrug,C06542,D00199,,,28462,PA16477683,,,,,,,,Ajmaline,,,,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01427,amrinone,60719-84-8,SmallMoleculeDrug,C13594,D00231,3698,46504647,,PA16474680,,,,,,,,Amrinone,,55390-042-10,3570,34651,DAP001392,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01428,oxybenzone,131-57-7,SmallMoleculeDrug,C14285,D05309,4632,46508419,,PA16474293,,,,,,,,Oxybenzone,,,4471,50253134,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01429,aprindine,37640-71-4,SmallMoleculeDrug,,D01326,2218,46505478,,PA16476449,,,,,,,,Aprindine,,,2132,,DAP000954,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01430,almitrine,27469-53-0,SmallMoleculeDrug,,D02822,33887,46505517,53778,PA16475049,,,,,,,,Almitrine,,,31235,,DAP000468,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01431,allylestrenol,432-60-0,SmallMoleculeDrug,C12811,D01374,235905,46506946,,PA16474530,,,,,,,,,,,205855,,DPR000085,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01432,cholestyramine,11041-12-6,SmallMoleculeDrug,,,,,,PA448974,,,,,,http://www.rxlist.com/cgi/generic/cholestyramine.htm,,Cholestyramine,http://www.drugs.com/cdi/cholestyramine-powder.html,0185-0940-97,,,,http://drugs.com/sfx/cholestyramine-side-effects.html,http://drugs.com/drug-interactions/cholestyramine-index.html?filter=3&generic_only=1,http://drugs.com/pro/cholestyramine.html,DB01432i.txt,DB01432p.txt,NULL,DB01432s.txt,Bile acid sequestrants,
DB01433,methadyl acetate,509-74-0,SmallMoleculeDrug,,,10517,46505532,,PA16474688,,,,,,,,,,,10080,50027391,DAP001137,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01435,antipyrine,60-80-0,SmallMoleculeDrug,,D01776,2206,46505216,31225,PA448453,,,,,,,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ant1656.shtml,Phenazone,,,2121,,DNC001118,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01436,alfacalcidol,41294-56-8,SmallMoleculeDrug,,D01518,5282181,46505115,,PA16474646,,,,,,,,,,,4445376,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01437,glutethimide,77-21-4,SmallMoleculeDrug,C07489,D00532,3487,46506283,,PA16474950,,,,,,,,Glutethimide,,,3367,,DAP001305,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01438,phenazopyridine,94-78-0,SmallMoleculeDrug,C07429,,4756,46507962,,PA16474689,,,,,,http://www.rxlist.com/cgi/generic/phenazopyridine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pyr1365.shtml,Phenazopyridine,http://www.drugs.com/cdi/phenazopyridine.html,,4592,,,http://drugs.com/sfx/phenazopyridine-side-effects.html,http://drugs.com/drug-interactions/phenazopyridine-index.html?filter=3&generic_only=1,http://drugs.com/pro/azo-urinary-tract-health.html,DB01438i.txt,DB01438p.txt,NULL,DB01438s.txt,Miscellaneous genitourinary tract agents,
DB01440,gamma hydroxybutyric acid,591-81-1,SmallMoleculeDrug,C00989,,3037032,46507548,16724,PA10819,,,,,,,,Gamma-Hydroxybutyric_acid,,68727-100-01,2300886,,DAP001522,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01452,heroin,561-27-3,SmallMoleculeDrug,C06534,,5462328,46506839,27808,PA452619,,,,,,,,Heroin,http://www.drugs.com/heroin.html,,4575379,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB01452i.txt,NULL,NULL,NULL,Commonly Abused Drugs and Substances,
DB01463,fencamfamine,1209-98-9,SmallMoleculeDrug,,,14584,46508161,,PA16474705,,,,,,,,Fencamfamine,,,13922,,DAP001007,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01466,ethylmorphine,76-58-4,SmallMoleculeDrug,C07537,D07929,5359271,46505092,,,,,,,,,,Ethylmorphine,,,4514250,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01482,fenethylline,670800,SmallMoleculeDrug,,,102710,46505193,,,,,,,,,,Fenethylline,,,92775,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01489,camazepam,36104-80-0,SmallMoleculeDrug,,D07315,37367,46505921,,,,,,,,,,Camazepam,,,34285,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01501,difenoxin,28782-42-5,SmallMoleculeDrug,C07871,D03809,34328,46508854,4534,,,,,,,http://www.rxlist.com/motofen-drug.htm,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a07005a9-6f31-4cd6-9abf-334a9a882551,Difenoxin,http://www.drugs.com/cdi/motofen.html,0187-0500-01,31620,,,http://drugs.com/sfx/motofen-side-effects.html,"http://drugs.com/drug-interactions/atropine-difenoxin,motofen-index.html?filter=3&generic_only=1",http://drugs.com/pro/motofen.html,DB01501i.txt,DB01501p.txt,NULL,DB01501s.txt,Antidiarrheals,
DB01511,delorazepam,2894-67-9,SmallMoleculeDrug,,D07784,17925,46504957,,,,,,,,,,Delorazepam,http://www.drugs.com/international/delorazepam.html,,16929,50026858,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB01511i.txt,NULL,NULL,NULL,,
DB01544,flunitrazepam,1622-62-4,SmallMoleculeDrug,,D01230,3380,46504553,,PA16478132,,,,,,,,Flunitrazepam,,,3263,25878,DAP000931,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01545,ethyl loflazepate,29177-84-2,SmallMoleculeDrug,,D01293,3299,46507486,,,,,,,,,,Ethyl_loflazepate,,,3183,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01550,fenproporex,16397-28-7,SmallMoleculeDrug,,D07947,61810,46508336,,,,,,,,,,Fenproporex,http://www.drugs.com/international/fenproporex.html,,55690,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB01550i.txt,NULL,NULL,NULL,,
DB01551,dihydrocodeine,125-28-0,SmallMoleculeDrug,C08024,D01481,5284543,46506478,,PA449322,,,,,,,,Dihydrocodeine,http://www.drugs.com/international/dihydrocodeine.html,,4447600,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB01551i.txt,NULL,NULL,NULL,,
DB01553,cloxazolam,24166-13-0,SmallMoleculeDrug,,D01268,2816,46505281,,,,,,,,,,Cloxazolam,http://www.drugs.com/international/cloxazolam.html,,2714,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB01553i.txt,NULL,NULL,NULL,,
DB01558,bromazepam,1812-30-2,SmallMoleculeDrug,,D01245,2441,46505694,,PA10035,,,,,,,,Bromazepam,http://www.drugs.com/international/bromazepam.html,,2347,,DAP001035,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB01558i.txt,NULL,NULL,NULL,,
DB01559,clotiazepam,33671-46-4,SmallMoleculeDrug,,,2811,46508776,,PA16475243,,,,,,,,Clotiazepam,,,2709,,DAP000932,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01567,fludiazepam,3900-31-0,SmallMoleculeDrug,,D01354,3369,46507563,31618,PA16474560,,,,,,,,Fludiazepam,,,3252,,DAP000934,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01574,attapulgite,12174-11-7,SmallMoleculeDrug,,,,,,PA16478101,,,,,,,,Attapulgite,http://www.drugs.com/cdi/attapulgite.html,,,,,http://drugs.com/sfx/attapulgite-side-effects.html,http://drugs.com/drug-interactions/attapulgite-index.html?filter=3&generic_only=1,NULL,DB01574i.txt,NULL,NULL,DB01574s.txt,Antidiarrheals,
DB01575,kaolin,1332-58-7,SmallMoleculeDrug,,,,,,PA10457,,,,,,,,Kaolin,http://www.drugs.com/npc/kaolin-hydrated-aluminum-silicate.html,,,,,NULL,http://drugs.com/drug-interactions/kaolin-index.html?filter=3&generic_only=1,http://drugs.com/npp/kaolin.html,DB01575i.txt,DB01575p.txt,NULL,NULL,Antidiarrheals,
DB01576,dextroamphetamine,51-64-9,SmallMoleculeDrug,C07884,D03740,5826,46506252,4469,PA449269,,,,,,http://www.rxlist.com/cgi/generic/dextroamphetamine.htm,,Dextroamphetamine,http://www.drugs.com/cdi/dextroamphetamine.html,0007-3512-59,5621,,DAP001470,http://drugs.com/sfx/dextroamphetamine-side-effects.html,http://drugs.com/drug-interactions/dextroamphetamine-index.html?filter=3&generic_only=1,http://drugs.com/pro/dexedrine-tablets.html,DB01576i.txt,DB01576p.txt,NULL,DB01576s.txt,CNS stimulants,
DB01577,methamphetamine,537-46-2,SmallMoleculeDrug,C07164,,10836,46508541,6809,PA450403,,,,,,http://www.rxlist.com/cgi/generic/methamphetamine.htm,,Methamphetamine,http://www.drugs.com/methamphetamine.html,0378-8115-01,10379,,DAP001496,http://drugs.com/sfx/methamphetamine-side-effects.html,http://drugs.com/drug-interactions/methamphetamine-index.html?filter=3&generic_only=1,http://drugs.com/pro/methamphetamine.html,DB01577i.txt,DB01577p.txt,NULL,DB01577s.txt,Anorexiants,
DB01578,metrizamide,31112-62-6,SmallMoleculeDrug,,,443944,46506223,,PA16474293,,,,,,,,,,,391998,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01579,phendimetrazine,634-03-7,SmallMoleculeDrug,C07904,,12460,46506122,,PA450902,,,,,,http://www.rxlist.com/cgi/generic/phendime.htm,,Phendimetrazine,http://www.drugs.com/phendimetrazine.html,0187-0498-02,11950,,DAP000574,http://drugs.com/sfx/phendimetrazine-side-effects.html,http://drugs.com/drug-interactions/phendimetrazine-index.html?filter=3&generic_only=1,http://drugs.com/pro/phendimetrazine.html,DB01579i.txt,DB01579p.txt,NULL,DB01579s.txt,Anorexiants,
DB01580,oxprenolol,6452-71-7,SmallMoleculeDrug,,,4631,46508996,,PA10284,,,,,,,,Oxprenolol,,,4470,50240370,DAP000485,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01581,sulfamerazine,127-79-7,SmallMoleculeDrug,,,5325,46505036,102130,PA16477684,,,,,,,,Sulfamerazine,,,5134,,DAP001240,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01582,sulfamethazine,57-68-1,SmallMoleculeDrug,,,5327,46507146,102265,PA451542,,,,,,,,,,,5136,,DAP001241,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01583,liotrix,8065-29-0,SmallMoleculeDrug,,,71371,46506203,,PA16474803,,,,,,http://www.rxlist.com/cgi/generic/liot.htm,,,http://www.drugs.com/cdi/liotrix.html,,64467,,,http://drugs.com/sfx/liotrix-side-effects.html,http://drugs.com/drug-interactions/liotrix-index.html?filter=3&generic_only=1,http://drugs.com/ppa/liotrix.html,DB01583i.txt,DB01583p.txt,NULL,DB01583s.txt,Thyroid drugs,
DB01584,thyroglobulin,9010-34-8,SmallMoleculeDrug,,,,,,PA16475491,,,,,,,,Thyroglobulin,,,,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01586,ursodeoxycholic acid,128-13-2,SmallMoleculeDrug,C07880,D00734,31401,46508795,9907,PA451837,IU5,,,,,,,Ursodiol,,0527-1326-01,29131,,DNC000420,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01587,ketazolam,27223-35-4,SmallMoleculeDrug,,,33746,46507008,,PA16474938,,,,,,,,Ketazolam,,,31110,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01588,prazepam,2955-38-6,SmallMoleculeDrug,C07366,D00470,4890,46505417,,PA16477666,,,,,,,,Prazepam,,,4721,,DAP000689,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01589,quazepam,36735-22-5,SmallMoleculeDrug,C07336,D00457,4999,46505952,,PA16474437,,,,,,,,Quazepam,http://www.drugs.com/cdi/quazepam.html,,4825,,DAP000690,http://drugs.com/sfx/quazepam-side-effects.html,http://drugs.com/drug-interactions/quazepam-index.html?filter=3&generic_only=1,http://drugs.com/pro/quazepam.html,DB01589i.txt,DB01589p.txt,NULL,DB01589s.txt,Benzodiazepines,
DB01590,everolimus,159351-69-6,SmallMoleculeDrug,,D02714,,,,PA16474631,,,,,,http://www.rxlist.com/afinitor-drug.htm,,Everolimus,http://www.drugs.com/cdi/everolimus.html,0078-0417-20,,,DAP001223,http://drugs.com/sfx/everolimus-side-effects.html,http://drugs.com/drug-interactions/everolimus-index.html?filter=3&generic_only=1,http://drugs.com/ppa/everolimus.html,DB01590i.txt,DB01590p.txt,NULL,DB01590s.txt,MTOR inhibitors,
DB01591,solifenacin,242478-37-1,SmallMoleculeDrug,,,216457,46506006,,PA16478381,,,,,,http://www.rxlist.com/cgi/generic/vesicare.htm,,Solifenacin,http://www.drugs.com/cdi/solifenacin.html,51248-150-01,187603,,DAP001129,http://drugs.com/sfx/solifenacin-side-effects.html,http://drugs.com/drug-interactions/solifenacin-index.html?filter=3&generic_only=1,http://drugs.com/ppa/solifenacin-succinate.html,DB01591i.txt,DB01591p.txt,NULL,DB01591s.txt,Urinary antispasmodics,
DB01592,iron,7439-89-6,SmallMoleculeDrug,C00023,,23925,46509190,18248,PA450087,,,,,,http://www.rxlist.com/cgi/generic/fedex.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/iro_0149.shtml,Iron,http://www.drugs.com/mtm/ferrous-gluconate.html,59338-775,22368,,DAP001313,http://drugs.com/sfx/ferrous-gluconate-side-effects.html,http://drugs.com/drug-interactions/ferrous-gluconate-index.html?filter=3&generic_only=1,NULL,DB01592i.txt,NULL,NULL,DB01592s.txt,Iron products,
DB01593,zinc,7440-66-6,SmallMoleculeDrug,C00038,,23994,46506903,30185,PA451956,,,,,,,,Zinc,http://www.drugs.com/cdi/zinc-oxide-cream.html,,22430,,,http://drugs.com/sfx/zinc-oxide-topical-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/pro/anorectal-cream.html,DB01593i.txt,DB01593p.txt,NULL,DB01593s.txt,Miscellaneous topical agents,
DB01594,cinolazepam,75696-02-5,SmallMoleculeDrug,,,3033621,46508803,59514,PA16474803,,,,,,,,Cinolazepam,,,2298251,,DAP001250,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01595,nitrazepam,146-22-5,SmallMoleculeDrug,C07487,D00531,4506,46505806,,PA10242,,,,,,,,Nitrazepam,,,4350,50020856,DAP000691,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01597,cilastatin,82009-34-5,SmallMoleculeDrug,C01675,,6435415,46505611,3697,PA448998,CIL,,,,,,,Cilastatin,,,4444109,,DAP000632,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01598,imipenem,74431-23-5,SmallMoleculeDrug,,,104838,46505744,471744,PA449968,,,,,,,,Imipenem,,,94631,,DAP000459,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01599,probucol,23288-49-5,SmallMoleculeDrug,C07373,D00476,,,8427,PA451107,,,,,,,,Probucol,http://www.drugs.com/cons/probucol.html,,,50007260,DAP000916,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB01599i.txt,NULL,NULL,NULL,Miscellaneous antihyperlipidemic agents,
DB01600,tiaprofenic acid,33005-95-7,SmallMoleculeDrug,,,5468,46504590,32221,PA16476450,,,,,,,,Tiaprofenic_acid,,,5269,,DAP000973,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01601,lopinavir,192725-17-0,SmallMoleculeDrug,C12871,D01425,92727,46508588,,PA450264,AB1,,,,,http://www.rxlist.com/cgi/generic/kaletracaps.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/kal1581.shtml,Lopinavir,,,83706,578,DAP000708,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01602,bacampicillin,50972-17-3,SmallMoleculeDrug,C08122,,441397,46507859,2968,PA16474546,,,,,,,,,http://www.drugs.com/mtm/bacampicillin.html,,390135,,DAP001162,http://drugs.com/sfx/bacampicillin-side-effects.html,http://drugs.com/drug-interactions/bacampicillin-index.html?filter=3&generic_only=1,NULL,DB01602i.txt,NULL,NULL,DB01602s.txt,Aminopenicillins,
DB01603,meticillin,61-32-5,SmallMoleculeDrug,C07177,,6087,46508973,6827,PA16477703,,,,,,,,Methicillin,,,5862,,DAP001170,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01604,pivampicillin,33817-20-8,SmallMoleculeDrug,C11750,,33478,46505340,8255,PA16477691,,,,,,,,Pivampicillin,,,30899,,DAP001171,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01605,pivmecillinam,32886-97-8,SmallMoleculeDrug,,D02889,,,51210,PA16475016,,,,,,,,,,,,,DAP001174,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01606,tazobactam,89786-04-9,SmallMoleculeDrug,C07771,D00660,123630,46508088,,PA16476450,,,,,,,,Tazobactam,,,110216,50053173,DAP000926,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01607,ticarcillin,34787-01-4,SmallMoleculeDrug,C07139,,36921,46505959,9587,PA451684,,,,,,http://www.rxlist.com/cgi/generic/timentin.htm,,Ticarcillin,http://www.drugs.com/cdi/ticarcillin.html,,33876,,DAP000458,http://drugs.com/sfx/ticarcillin-side-effects.html,http://drugs.com/drug-interactions/ticarcillin-index.html?filter=3&generic_only=1,NULL,DB01607i.txt,NULL,NULL,DB01607s.txt,Antipseudomonal penicillins,
DB01608,propericiazine,2622-26-6,SmallMoleculeDrug,,D01485,4747,46505085,31981,PA16478104,,,,,,,,,,,4585,,DAP000413,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01609,deferasirox,201530-41-8,SmallMoleculeDrug,,D03669,5493381,46506791,,PA16476084,,,,,,http://www.rxlist.com/cgi/generic/exjade.htm,,Deferasirox,http://www.drugs.com/cdi/deferasirox.html,0078-0468-15,4591431,,,http://drugs.com/sfx/deferasirox-side-effects.html,http://drugs.com/drug-interactions/deferasirox-index.html?filter=3&generic_only=1,http://drugs.com/ppa/deferasirox.html,DB01609i.txt,DB01609p.txt,NULL,DB01609s.txt,Chelating agents,
DB01610,valganciclovir,175865-60-8,SmallMoleculeDrug,,,64147,46505524,,PA10227,,,,,,http://www.rxlist.com/cgi/generic/valganciclovir.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/val1584.shtml,Valganciclovir,http://www.drugs.com/cdi/valganciclovir.html,0004-0038-22,57721,,DAP000646,http://drugs.com/sfx/valganciclovir-side-effects.html,http://drugs.com/drug-interactions/valganciclovir-index.html?filter=3&generic_only=1,http://drugs.com/ppa/valganciclovir.html,DB01610i.txt,DB01610p.txt,NULL,DB01610s.txt,Purine nucleosides,
DB01611,hydroxychloroquine,118-42-3,SmallMoleculeDrug,C07043,D08050,3652,46508459,,PA16477703,,,,,,http://www.rxlist.com/cgi/generic/hquine.htm,,Hydroxychloroquine,http://www.drugs.com/cdi/hydroxychloroquine.html,0955-0790-01,3526,,DAP000878,http://drugs.com/sfx/hydroxychloroquine-side-effects.html,http://drugs.com/drug-interactions/hydroxychloroquine-index.html?filter=3&generic_only=1,http://drugs.com/pro/hydroxychloroquine-tablets.html,DB01611i.txt,DB01611p.txt,NULL,DB01611s.txt,Antimalarial quinolines,
DB01612,amyl nitrite,110-46-3,SmallMoleculeDrug,C07457,D00517,,,55344,PA16475057,,,,,,http://www.rxlist.com/cgi/generic/amylnitrite.htm,,Amyl_nitrite,http://www.drugs.com/cons/amyl-nitrite-inhalation-oral-nebulization.html,,,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB01612i.txt,NULL,NULL,NULL,Antianginal agents,
DB01613,erythrityl tetranitrate,7297-25-8,SmallMoleculeDrug,,,,,60072,PA16474652,,,,,,,,,,,,,DAP001060,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB01614,acepromazine,61-00-7,SmallMoleculeDrug,,D02604,6077,46508205,44932,PA16478399,PMZ,,,,,,,Acepromazine,,,5852,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
